id,year,month,day,obs_date,season_type,avg_temp,min_temp,max_temp,humidity,precipitation,wind_speed,is_flood_risk,created_at
152,2022,1,1,2022-01-01,dry,-4.3,-10.2,2.3,46.3,0.0,1.5,0,2025-06-30 14:27:58
153,2022,1,2,2022-01-02,dry,-1.3,-5.2,3.0,57.9,0.3,2.3,0,2025-06-30 14:27:59
154,2022,1,3,2022-01-03,dry,-1.9,-8.0,2.5,58.3,0.0,1.8,0,2025-06-30 14:28:00
155,2022,1,4,2022-01-04,dry,-2.5,-5.6,1.0,51.8,0.0,2.4,0,2025-06-30 14:28:00
156,2022,1,5,2022-01-05,dry,-2.8,-7.8,1.9,47.6,0.0,1.7,0,2025-06-30 14:28:01
157,2022,1,6,2022-01-06,dry,-2.2,-5.9,3.3,47.1,0.0,2.3,0,2025-06-30 14:28:02
158,2022,1,7,2022-01-07,dry,-1.6,-5.9,4.5,47.1,0.0,1.5,0,2025-06-30 14:28:02
159,2022,1,8,2022-01-08,dry,0.3,-5.0,3.7,64.3,0.0,1.7,0,2025-06-30 14:28:03
160,2022,1,9,2022-01-09,dry,1.3,-1.2,5.6,71.5,0.0,1.7,0,2025-06-30 14:28:04
161,2022,1,10,2022-01-10,dry,0.5,-3.4,4.4,68.3,0.9,2.0,0,2025-06-30 14:28:05
162,2022,1,11,2022-01-11,dry,-7.4,-10.3,0.3,55.5,0.2,4.0,0,2025-06-30 14:28:05
